,perPrice,room,hall,restroom,houseSize,elevator,decorate,houseAge,SingelHouse,cAa,东,东北,东南,东西,北,南,南北,西,西北,西南
288,12075 ,3,2,2,3,1,1,1,0,2.5,0,0,0,0,0,0,1,0,0,0
289,12927 ,3,2,2,2,1,1,1,0,2.4,0,0,0,0,0,1,0,0,0,0
290,12500 ,4,2,2,3,1,0,1,0,3.7,0,0,0,0,1,0,0,0,0,0
291,6154 ,2,1,1,2,1,1,1,0,2.5,0,0,0,0,0,1,0,0,0,0
292,11236 ,3,2,1,2,1,0,0,0,2.4,0,0,0,0,0,0,1,0,0,0
293,10541 ,4,2,2,3,1,0,0,0,2.4,0,0,0,0,0,0,1,0,0,0
294,10726 ,2,2,1,2,1,1,1,1,2.8,0,0,0,0,1,0,0,0,0,0
295,4257 ,3,2,2,2,1,1,1,0,1.7,0,0,0,0,0,0,1,0,0,0
296,6543 ,3,2,2,3,0,2,1,1,2.5,0,0,0,0,0,1,0,0,0,0
297,15078 ,3,2,2,3,1,1,1,0,2.7,0,0,1,0,0,0,0,0,0,0
298,6361 ,3,1,1,2,1,1,0,0,2.2,0,0,0,0,0,0,1,0,0,0
299,7000 ,4,2,2,3,0,2,0,0,1.8,1,0,0,0,0,0,0,0,0,0
300,14008 ,3,2,2,3,1,1,1,0,2.7,0,0,0,0,0,0,1,0,0,0
301,4180 ,3,2,2,3,1,2,2,1,1.8,0,0,0,0,0,1,0,0,0,0
302,11852 ,4,2,3,3,1,0,1,0,2.8,0,0,0,0,0,0,1,0,0,0
303,11711 ,2,2,1,2,1,1,1,0,2.5,0,0,0,0,0,0,1,0,0,0
304,12000 ,3,2,2,3,1,1,1,0,3.3,0,1,0,0,0,0,0,0,0,0
305,9273 ,3,2,2,3,1,0,1,1,4.2,0,0,0,0,0,1,0,0,0,0
306,14113 ,4,2,2,3,1,0,1,0,3.0,0,0,0,0,0,0,1,0,0,0
307,13063 ,3,2,1,3,1,1,0,0,2.7,0,0,0,0,0,1,0,0,0,0
308,12000 ,4,2,2,3,1,0,1,0,3.7,0,0,0,0,0,0,1,0,0,0
309,10933 ,2,2,1,2,1,2,1,1,3.5,1,0,0,0,0,0,0,0,0,0
310,6463 ,3,2,2,3,1,1,2,1,2.1,0,0,0,0,0,1,0,0,0,0
311,6735 ,3,2,2,2,1,1,0,1,1.5,0,0,0,0,0,0,1,0,0,0
312,4400 ,3,2,2,2,0,1,1,1,2.6,0,0,0,0,0,0,1,0,0,0
313,8095 ,3,1,1,2,0,1,2,0,2.4,0,0,0,0,0,1,0,0,0,0
314,7200 ,3,2,2,3,1,0,0,1,1.9,0,0,0,0,0,1,0,0,0,0
315,10476 ,3,2,1,3,1,1,1,0,3.5,0,0,0,0,0,1,0,0,0,0
316,4280 ,3,2,2,3,0,1,2,1,1.6,0,0,0,0,0,1,0,0,0,0
317,4421 ,3,2,1,2,0,2,2,0,1.7,0,0,0,0,0,1,0,0,0,0
318,14607 ,3,2,1,2,1,0,1,0,3.6,0,0,0,0,0,1,0,0,0,0
319,10417 ,3,2,1,2,1,0,1,0,2.5,0,0,0,0,0,0,1,0,0,0
320,8947 ,3,2,2,2,1,2,2,1,2.2,0,0,1,0,0,0,0,0,0,0
321,6100 ,2,2,1,2,0,1,0,0,2.5,0,0,0,0,0,1,0,0,0,0
322,3947 ,3,2,1,3,1,1,2,1,2.5,0,0,0,0,0,1,0,0,0,0
323,4110 ,2,2,1,2,0,1,1,1,1.6,0,0,0,0,0,1,0,0,0,0
324,10000 ,3,2,2,3,1,0,1,0,2.5,0,0,1,0,0,0,0,0,0,0
325,6135 ,3,2,2,2,0,1,2,1,2.7,0,0,0,0,0,1,0,0,0,0
326,8099 ,4,2,2,3,1,2,0,0,2.5,0,0,0,0,0,1,0,0,0,0
327,11000 ,3,2,2,2,1,1,2,1,2.1,0,0,0,0,0,0,1,0,0,0
328,5556 ,3,2,2,2,1,1,2,1,2.2,0,0,0,0,0,0,1,0,0,0
329,18671 ,4,2,2,4,1,2,2,0,2.2,0,0,1,0,0,0,0,0,0,0
330,12903 ,4,2,2,3,1,1,1,1,3.7,0,0,0,0,1,0,0,0,0,0
331,5217 ,3,2,2,2,0,0,2,1,2.5,0,0,0,0,0,1,0,0,0,0
332,5758 ,2,2,1,2,0,1,1,0,2.3,0,0,0,0,0,1,0,0,0,0
333,7222 ,3,2,2,2,1,2,1,1,1.5,0,0,1,0,0,0,0,0,0,0
334,9892 ,3,2,2,2,1,1,1,1,2.4,0,0,0,0,0,1,0,0,0,0
335,5945 ,3,1,1,2,0,1,2,1,2.2,0,0,0,0,0,1,0,0,0,0
336,8000 ,3,2,2,3,1,2,2,1,2.6,0,0,0,0,0,1,0,0,0,0
337,11395 ,3,2,2,2,1,1,2,0,3.2,0,0,0,0,1,0,0,0,0,0
338,5714 ,3,2,1,2,1,1,2,1,2.0,0,0,0,0,0,1,0,0,0,0
339,11603 ,3,2,2,3,1,0,0,0,2.7,0,0,0,0,0,0,1,0,0,0
340,8728 ,3,2,2,3,1,1,0,0,2.9,0,0,0,0,0,1,0,0,0,0
341,5571 ,4,2,2,3,1,1,1,1,1.5,0,0,0,0,0,0,1,0,0,0
342,5638 ,4,2,2,3,1,0,2,1,1.6,0,0,0,0,0,1,0,0,0,0
343,14750 ,3,2,2,2,1,1,1,0,3.0,0,0,0,0,0,1,0,0,0,0
344,8923 ,3,2,2,3,1,2,1,1,1.5,0,0,0,0,0,1,0,0,0,0
345,10897 ,3,2,2,3,1,1,2,0,3.0,0,0,0,0,0,1,0,0,0,0
346,8708 ,3,2,2,3,1,2,0,0,2.4,0,0,0,0,0,1,0,0,0,0
347,6747 ,3,1,1,2,0,1,1,0,2.5,0,0,0,0,0,0,1,0,0,0
348,8929 ,3,2,2,3,1,1,1,0,2.2,0,0,0,0,0,1,0,0,0,0
349,12908 ,5,2,2,3,1,0,1,0,3.7,0,0,0,0,1,0,0,0,0,0
350,9389 ,3,2,2,3,1,1,2,0,2.3,0,0,0,0,0,1,0,0,0,0
351,8504 ,3,2,2,3,1,1,1,0,2.3,0,0,1,0,0,0,0,0,0,0
352,11485 ,3,2,2,2,1,1,1,1,3.2,0,0,0,0,1,0,0,0,0,0
353,13121 ,5,2,2,3,1,2,1,0,3.7,0,0,0,0,0,0,1,0,0,0
354,7830 ,3,2,2,3,1,2,1,1,2.9,0,0,0,0,0,1,0,0,0,0
355,15078 ,3,2,2,3,1,1,1,0,2.7,0,0,1,0,0,0,0,0,0,0
356,9517 ,3,2,2,3,1,0,2,0,2.2,0,0,1,0,0,0,0,0,0,0
357,12255 ,3,2,2,3,1,1,1,0,2.8,0,0,0,0,0,1,0,0,0,0
358,11250 ,3,2,2,2,1,0,0,0,2.3,0,0,0,0,0,1,0,0,0,0
359,14872 ,3,2,2,2,1,1,0,0,3.1,0,0,0,0,0,1,0,0,0,0
360,4384 ,3,2,1,2,0,1,2,1,1.5,0,0,0,0,0,1,0,0,0,0
361,12605 ,4,2,2,3,1,2,0,0,2.1,0,0,0,0,0,1,0,0,0,0
362,6525 ,3,2,2,3,1,1,0,0,2.2,0,0,0,0,0,1,0,0,0,0
363,8491 ,3,2,2,3,0,1,2,0,2.3,0,0,0,0,0,1,0,0,0,0
364,5857 ,3,2,2,3,0,2,2,1,1.5,0,0,0,0,0,1,0,0,0,0
365,5612 ,3,2,2,2,0,1,0,0,2.6,0,0,0,0,0,1,0,0,0,0
366,7000 ,2,2,1,2,1,0,0,0,3.8,1,0,0,0,0,0,0,0,0,0
367,4857 ,2,2,1,2,1,1,0,0,2.3,0,0,0,0,0,0,1,0,0,0
368,5153 ,2,2,1,2,1,1,2,0,2.1,0,0,0,0,0,0,1,0,0,0
369,8563 ,6,2,6,5,0,0,2,1,3.8,0,0,0,0,0,1,0,0,0,0
370,7804 ,3,2,1,3,1,1,0,0,2.4,0,0,0,0,0,1,0,0,0,0
371,7786 ,2,2,1,2,0,1,1,0,2.2,0,0,0,0,0,1,0,0,0,0
372,7692 ,3,2,2,3,1,1,0,0,1.8,0,0,0,0,0,1,0,0,0,0
373,9000 ,2,2,1,2,1,1,2,0,2.2,0,0,0,0,0,0,1,0,0,0
374,10068 ,4,2,2,3,1,2,0,0,2.5,0,0,0,0,0,0,1,0,0,0
375,9688 ,2,1,1,2,1,1,1,0,2.4,0,0,0,0,0,1,0,0,0,0
376,5979 ,3,2,1,2,1,1,1,1,2.1,0,0,0,0,0,0,1,0,0,0
377,10578 ,3,2,2,3,1,1,0,0,3.0,0,0,0,0,0,1,0,0,0,0
378,5850 ,2,2,1,2,0,1,1,0,2.3,0,0,0,0,0,0,1,0,0,0
379,8351 ,3,2,2,2,0,1,2,0,2.2,0,0,0,0,0,0,1,0,0,0
380,5443 ,3,2,1,2,1,1,2,0,1.8,0,0,0,0,0,1,0,0,0,0
381,4318 ,3,2,1,2,0,2,0,0,2.3,0,0,0,0,0,0,1,0,0,0
382,7793 ,3,2,2,2,0,2,2,1,2.6,0,0,0,0,0,0,1,0,0,0
383,4087 ,3,2,2,3,0,1,2,1,2.4,0,0,0,0,0,1,0,0,0,0
384,10959 ,4,3,3,5,0,0,1,0,1.4,0,0,0,0,0,0,1,0,0,0
385,5053 ,3,2,2,2,0,2,2,1,1.6,0,0,0,0,0,1,0,0,0,0
386,5000 ,2,2,1,2,1,1,0,0,2.0,0,0,0,0,0,0,1,0,0,0
387,11466 ,3,2,1,2,1,0,0,0,2.4,0,0,0,0,1,0,0,0,0,0
388,12373 ,5,2,3,4,1,2,0,0,2.8,0,0,0,0,0,1,0,0,0,0
389,6210 ,3,1,1,2,0,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0
390,9230 ,5,2,3,5,0,1,0,0,2.3,0,0,0,0,0,1,0,0,0,0
391,8692 ,4,2,2,3,0,1,2,0,2.3,0,0,0,0,0,0,1,0,0,0
392,8087 ,3,2,2,3,1,2,2,1,1.5,0,0,0,0,0,0,1,0,0,0
393,14220 ,4,2,2,3,1,1,1,1,2.0,0,0,0,0,0,0,1,0,0,0
394,8273 ,3,2,2,3,1,1,1,0,2.7,0,0,0,0,0,1,0,0,0,0
395,6493 ,3,2,2,4,1,1,0,0,1.9,0,0,0,0,0,1,0,0,0,0
396,12139 ,5,2,3,4,1,0,0,0,3.2,0,0,1,0,0,0,0,0,0,0
397,9047 ,3,2,1,3,1,1,0,0,3.7,0,0,0,0,0,1,0,0,0,0
398,11855 ,3,2,2,2,1,0,0,0,3.5,0,0,0,0,0,1,0,0,0,0
399,11956 ,4,2,3,5,0,0,0,0,3.1,0,0,0,0,0,1,0,0,0,0
400,10674 ,3,2,1,2,1,0,0,0,4.2,0,0,0,0,0,1,0,0,0,0
401,6250 ,2,2,1,2,1,1,2,1,2.5,0,0,0,0,0,1,0,0,0,0
402,4055 ,3,2,1,3,1,1,0,0,1.7,0,0,0,0,0,0,1,0,0,0
403,5111 ,3,2,1,2,1,1,1,0,1.8,0,0,0,0,0,0,1,0,0,0
404,6737 ,3,2,2,2,1,1,1,0,3.0,0,0,0,0,0,1,0,0,0,0
405,5612 ,3,2,1,2,0,1,0,0,2.4,0,0,0,0,0,0,1,0,0,0
406,5189 ,3,2,2,3,1,0,1,1,2.3,0,0,0,0,0,0,1,0,0,0
407,9983 ,3,2,2,3,1,0,1,1,2.5,0,0,0,0,0,0,1,0,0,0
408,12976 ,2,2,1,2,1,1,1,0,3.0,0,1,0,0,0,0,0,0,0,0
409,3900 ,3,2,2,3,0,1,0,0,1.4,0,0,0,0,0,0,1,0,0,0
410,7794 ,2,2,1,2,0,1,0,0,2.5,0,0,0,0,1,0,0,0,0,0
411,7205 ,3,2,2,3,1,1,0,0,1.9,0,0,0,0,0,1,0,0,0,0
412,10606 ,4,2,3,4,1,0,1,0,2.2,0,0,0,0,0,1,0,0,0,0
413,15510 ,3,2,1,2,1,1,1,0,1.8,0,0,0,0,0,0,1,0,0,0
414,6250 ,2,1,1,2,1,0,1,0,2.6,0,0,0,0,0,1,0,0,0,0
415,13810 ,3,2,2,4,1,1,1,1,2.5,0,0,0,0,0,0,1,0,0,0
416,7542 ,3,2,2,3,1,2,0,0,1.8,0,0,0,0,0,0,1,0,0,0
417,11940 ,3,2,2,3,0,2,0,0,2.3,0,0,0,0,0,0,1,0,0,0
418,9833 ,4,2,5,5,0,0,1,0,2.3,0,0,0,0,0,1,0,0,0,0
419,14602 ,3,2,2,3,1,1,0,0,3.3,0,0,0,0,0,1,0,0,0,0
420,8000 ,3,2,2,2,1,2,0,0,2.9,0,0,0,0,0,0,1,0,0,0
421,6522 ,3,2,2,3,1,0,1,1,1.9,0,0,0,0,0,1,0,0,0,0
422,10316 ,3,2,2,2,1,1,2,1,2.1,0,0,0,0,0,1,0,0,0,0
423,14226 ,3,2,2,2,1,0,1,0,3.6,0,0,0,0,0,1,0,0,0,0
424,6842 ,3,2,1,2,0,2,2,1,1.5,0,0,0,0,0,0,1,0,0,0
425,9714 ,3,2,2,3,1,0,1,1,4.2,0,0,0,0,0,1,0,0,0,0
426,13171 ,2,2,1,2,1,2,2,0,3.0,0,0,0,0,0,1,0,0,0,0
427,4082 ,3,2,2,2,1,1,2,1,1.3,0,0,0,0,0,1,0,0,0,0
428,4125 ,3,2,2,2,1,0,1,0,1.5,0,0,0,0,0,0,1,0,0,0
429,4211 ,3,2,2,2,1,1,2,1,1.1,0,0,0,0,0,1,0,0,0,0
430,5500 ,3,2,2,3,0,2,2,1,2.6,0,0,0,0,0,0,1,0,0,0
431,8426 ,3,2,2,3,1,2,0,1,3.8,0,0,0,0,0,0,1,0,0,0
432,12000 ,3,2,2,2,1,1,2,1,2.0,0,0,0,0,0,1,0,0,0,0
433,8864 ,3,2,1,2,1,0,1,1,2.4,0,0,1,0,0,0,0,0,0,0
434,9270 ,3,2,2,2,1,1,2,1,2.3,0,0,0,0,0,0,1,0,0,0
435,5612 ,3,2,2,2,0,1,2,1,2.2,0,0,0,0,0,1,0,0,0,0
436,4578 ,3,2,2,2,1,1,2,1,1.8,0,0,0,0,0,1,0,0,0,0
437,8716 ,3,2,2,3,1,1,0,1,3.8,0,0,0,0,0,1,0,0,0,0
438,12653 ,3,2,2,2,1,0,1,1,3.2,0,0,0,0,0,0,1,0,0,0
439,10752 ,4,2,2,4,1,2,1,0,3.7,0,0,0,0,0,0,1,0,0,0
440,6296 ,3,2,2,3,1,1,2,1,2.4,0,0,0,0,0,0,1,0,0,0
441,6777 ,3,2,1,3,1,1,0,0,2.3,0,0,0,0,0,1,0,0,0,0
442,6735 ,3,2,2,2,1,2,1,1,1.5,0,0,0,0,0,0,1,0,0,0
443,4568 ,3,2,2,3,1,1,2,1,1.3,0,0,0,0,0,1,0,0,0,0
444,10385 ,3,2,1,3,1,0,1,1,3.0,0,1,0,0,0,0,0,0,0,0
445,4455 ,3,2,2,3,0,2,2,0,1.6,0,0,0,0,0,1,0,0,0,0
446,3982 ,3,2,2,3,0,2,1,0,1.6,0,0,0,0,0,0,1,0,0,0
447,11383 ,3,2,2,3,1,1,0,0,2.2,0,0,0,0,1,0,0,0,0,0
448,10673 ,3,2,2,3,1,0,1,1,4.2,0,0,0,0,0,1,0,0,0,0
449,6559 ,3,2,2,2,1,0,2,0,1.9,0,0,0,0,0,0,1,0,0,0
450,14749 ,4,2,2,4,1,1,1,0,2.7,0,0,0,0,0,0,1,0,0,0
451,8099 ,4,2,2,3,1,2,0,0,2.5,0,0,0,0,0,1,0,0,0,0
452,11667 ,4,2,2,3,1,0,1,0,2.2,0,0,0,0,0,1,0,0,0,0
453,11700 ,4,2,2,3,1,0,1,1,2.4,0,0,0,0,0,1,0,0,0,0
454,5085 ,3,2,1,3,1,1,2,1,2.4,0,0,0,0,0,0,1,0,0,0
455,9870 ,2,2,1,2,1,0,1,0,3.5,0,0,0,0,0,1,0,0,0,0
456,9094 ,3,2,2,2,1,0,1,1,2.8,0,0,1,0,0,0,0,0,0,0
457,7970 ,3,2,2,3,1,0,2,0,2.4,0,0,0,0,0,0,1,0,0,0
458,11524 ,3,2,2,2,1,1,1,1,2.5,0,0,0,0,0,0,0,0,1,0
459,13023 ,1,1,1,1,1,1,1,0,3.0,0,1,0,0,0,0,0,0,0,0
460,7576 ,3,2,2,2,0,1,2,0,2.5,0,0,0,0,0,1,0,0,0,0
461,10816 ,3,2,2,2,1,0,1,0,2.5,0,0,0,0,0,1,0,0,0,0
462,6347 ,4,2,1,3,0,2,1,0,2.3,0,0,0,0,0,1,0,0,0,0
463,10890 ,2,2,1,2,1,1,1,1,2.5,0,0,0,0,0,1,0,0,0,0
464,10000 ,3,2,2,2,1,0,2,0,2.7,0,0,0,0,0,0,1,0,0,0
465,13004 ,5,6,6,5,0,2,1,0,2.5,0,0,0,0,0,0,1,0,0,0
466,8889 ,3,2,2,2,1,1,2,0,2.5,0,0,0,0,0,1,0,0,0,0
467,7681 ,4,2,2,3,1,1,1,0,3.0,0,0,0,0,0,0,1,0,0,0
468,7733 ,3,2,2,3,1,1,1,0,2.2,1,0,0,0,0,0,0,0,0,0
469,10187 ,3,2,1,2,1,0,1,1,2.4,0,0,0,0,0,0,1,0,0,0
470,10996 ,4,2,2,3,1,0,0,0,4.2,0,0,0,0,0,1,0,0,0,0
471,17476 ,3,2,2,3,1,1,1,0,1.9,0,0,0,0,0,1,0,0,0,0
472,7500 ,1,1,1,1,1,2,1,0,1.8,0,0,0,0,0,0,1,0,0,0
473,11765 ,3,2,1,2,1,0,1,0,3.5,0,0,0,0,0,1,0,0,0,0
474,11395 ,3,2,2,2,1,1,0,0,3.2,0,0,0,0,0,1,0,0,0,0
475,8302 ,3,2,2,3,1,1,2,0,2.4,0,0,0,0,0,1,0,0,0,0
476,6081 ,2,2,2,2,1,0,2,1,2.3,0,0,0,0,0,1,0,0,0,0
477,6000 ,3,1,2,2,1,2,1,1,2.2,0,0,0,0,0,0,1,0,0,0
478,5222 ,3,2,2,2,1,2,1,1,2.3,0,0,0,0,0,0,1,0,0,0
479,8476 ,3,2,2,3,1,1,1,0,3.0,0,0,0,0,0,0,1,0,0,0
480,7840 ,3,1,1,2,1,1,2,1,3.2,0,0,0,0,0,1,0,0,0,0
481,10000 ,3,2,2,3,1,1,1,0,1.4,0,0,0,0,0,0,1,0,0,0
482,12626 ,3,2,2,2,1,0,1,1,3.2,0,0,0,0,0,0,1,0,0,0
483,5933 ,3,2,2,2,0,2,1,0,2.1,0,0,0,0,0,1,0,0,0,0
484,4444 ,2,2,1,2,1,1,2,1,2.2,0,0,0,0,0,1,0,0,0,0
485,5000 ,3,2,2,2,1,1,2,1,1.7,0,0,0,0,0,1,0,0,0,0
486,10000 ,3,2,2,2,1,1,0,0,2.6,0,0,0,0,0,1,0,0,0,0
487,10625 ,3,2,2,2,1,0,1,1,4.2,0,0,0,0,0,1,0,0,0,0
488,9889 ,3,2,1,2,1,0,1,0,2.6,0,0,0,0,0,1,0,0,0,0
489,6179 ,3,2,2,3,1,2,1,1,1.6,0,0,0,0,0,0,1,0,0,0
490,11700 ,4,2,2,3,1,0,1,1,2.4,0,0,0,0,0,1,0,0,0,0
491,4421 ,3,2,1,2,0,2,2,0,1.7,0,0,0,0,0,1,0,0,0,0
492,4125 ,3,2,2,2,1,0,1,0,1.5,0,0,0,0,0,0,1,0,0,0
493,8036 ,3,2,2,3,1,1,2,1,2.4,0,0,0,0,0,0,1,0,0,0
494,9477 ,3,2,2,3,1,0,2,1,2.7,0,0,0,0,0,0,1,0,0,0
495,9167 ,3,2,2,3,1,2,1,1,2.6,0,0,0,0,0,1,0,0,0,0
496,4778 ,4,1,2,2,0,1,0,1,2.5,0,0,0,1,0,0,0,0,0,0
497,6391 ,3,2,2,3,1,0,1,0,1.5,0,0,0,0,0,0,1,0,0,0
498,7391 ,3,2,2,3,1,1,2,1,3.8,0,0,0,0,0,1,0,0,0,0
499,11236 ,2,2,1,2,1,1,1,0,1.4,0,0,0,0,0,1,0,0,0,0
500,9411 ,3,2,2,2,1,0,1,0,2.7,0,0,0,0,0,1,0,0,0,0
501,4435 ,3,2,1,2,1,1,2,1,1.3,0,0,0,0,0,1,0,0,0,0
502,4200 ,3,2,1,3,0,2,2,1,1.4,0,0,1,0,0,0,0,0,0,0
503,5208 ,3,2,1,2,1,1,2,1,1.8,0,0,0,0,0,1,0,0,0,0
504,5556 ,3,2,2,3,1,1,2,1,1.2,0,0,0,0,0,1,0,0,0,0
505,9714 ,3,2,2,3,1,0,1,1,4.2,0,0,0,0,0,1,0,0,0,0
506,8772 ,4,2,2,3,1,1,2,1,2.9,0,0,0,0,0,1,0,0,0,0
507,6458 ,3,2,2,2,1,1,2,1,1.4,0,0,0,0,0,1,0,0,0,0
508,10150 ,4,2,3,3,1,0,1,0,2.7,0,0,0,0,0,0,1,0,0,0
509,4380 ,3,2,2,3,0,1,2,1,1.6,0,0,0,0,0,1,0,0,0,0
510,5000 ,2,2,1,2,0,1,2,1,2.0,0,0,0,0,0,1,0,0,0,0
511,7770 ,3,2,2,3,1,1,1,0,2.7,0,0,0,0,0,1,0,0,0,0
512,10720 ,5,2,5,5,0,1,0,0,2.9,0,0,0,0,0,1,0,0,0,0
513,5750 ,3,2,2,3,1,1,2,1,2.2,0,0,0,0,0,0,1,0,0,0
514,5500 ,3,2,2,3,1,1,2,1,1.8,0,0,0,0,0,0,1,0,0,0
515,3200 ,2,1,1,2,0,0,1,0,2.3,0,0,0,0,0,1,0,0,0,0
516,8268 ,3,2,2,3,0,2,1,1,2.6,0,0,0,0,0,1,0,0,0,0
517,5000 ,2,2,2,3,1,2,2,1,2.3,0,0,0,0,0,0,1,0,0,0
518,9000 ,3,2,1,3,0,1,2,1,2.4,0,0,0,0,0,0,1,0,0,0
519,8095 ,3,2,1,2,0,1,1,1,2.4,0,0,0,0,0,1,0,0,0,0
520,14872 ,3,2,2,2,1,1,0,0,3.1,0,0,0,0,0,1,0,0,0,0
521,5429 ,3,2,1,2,1,1,2,1,2.2,0,0,0,0,0,1,0,0,0,0
522,12908 ,5,2,2,3,1,0,1,0,3.7,0,0,0,0,1,0,0,0,0,0
523,4733 ,3,2,2,3,1,1,2,0,1.9,0,0,0,0,0,1,0,0,0,0
524,10920 ,3,2,2,2,1,2,1,0,2.5,0,0,0,0,0,0,0,0,0,1
525,4688 ,2,2,1,2,0,0,1,0,1.8,0,0,0,0,0,1,0,0,0,0
526,6915 ,3,2,2,2,1,0,1,1,2.6,0,0,0,0,0,1,0,0,0,0
527,11048 ,3,2,2,3,1,1,0,0,2.5,0,0,0,0,0,0,1,0,0,0
528,9259 ,3,2,2,3,1,2,1,0,2.3,0,0,0,0,0,0,1,0,0,0
529,12375 ,4,2,2,3,1,1,1,0,1.6,0,0,0,0,1,0,0,0,0,0
530,9016 ,3,2,2,3,1,1,2,0,2.4,0,0,0,0,0,0,1,0,0,0
531,8889 ,3,2,2,2,1,1,2,0,2.5,0,0,0,0,0,1,0,0,0,0
532,24417 ,4,2,3,4,0,2,2,0,3.3,0,0,0,0,1,0,0,0,0,0
533,6311 ,3,2,1,2,1,1,2,1,2.1,0,0,0,0,0,0,1,0,0,0
534,9778 ,3,2,2,2,1,0,1,0,1.6,1,0,0,0,0,0,0,0,0,0
535,5800 ,3,2,2,3,0,2,2,0,2.0,0,0,0,0,0,0,1,0,0,0
536,6588 ,3,2,2,2,1,0,1,1,2.3,0,0,0,0,0,0,1,0,0,0
537,6941 ,3,2,2,2,1,2,2,1,1.4,0,0,1,0,0,0,0,0,0,0
538,12500 ,4,2,2,3,1,0,1,0,3.7,0,0,0,0,1,0,0,0,0,0
539,8000 ,3,2,1,2,1,2,1,1,2.6,0,0,0,0,0,1,0,0,0,0
540,9910 ,3,2,2,3,1,1,1,1,2.8,0,0,0,0,0,1,0,0,0,0
541,9231 ,6,3,6,5,0,0,2,1,3.1,0,0,0,0,0,1,0,0,0,0
542,9000 ,3,2,1,3,1,1,0,1,3.0,0,0,0,0,0,0,1,0,0,0
543,9036 ,3,2,2,2,1,0,1,0,2.6,0,0,0,0,0,0,1,0,0,0
544,10645 ,3,2,2,3,1,1,2,0,2.7,0,0,0,0,0,1,0,0,0,0
545,3900 ,3,3,3,3,1,1,2,1,2.2,0,0,0,0,0,1,0,0,0,0
546,8333 ,4,2,2,3,1,1,1,1,2.9,0,0,0,0,0,1,0,0,0,0
547,12281 ,3,2,1,2,1,1,1,1,4.2,0,0,0,0,0,1,0,0,0,0
548,7600 ,4,2,2,3,1,1,0,1,3.8,0,0,0,0,0,1,0,0,0,0
549,3529 ,3,2,2,3,0,1,2,1,1.9,0,0,0,0,0,1,0,0,0,0
550,12800 ,4,2,4,5,0,0,2,0,3.3,0,0,0,0,1,0,0,0,0,0
551,11875 ,4,2,2,3,1,0,1,0,3.7,0,0,0,0,0,0,1,0,0,0
552,7424 ,3,2,2,3,1,2,1,1,1.8,0,0,0,0,0,1,0,0,0,0
553,11830 ,3,2,2,3,1,0,1,0,2.8,0,0,0,0,0,1,0,0,0,0
554,10429 ,5,2,4,5,1,0,1,0,2.8,0,0,0,0,0,0,1,0,0,0
555,4477 ,3,2,2,2,1,1,2,1,1.8,0,0,0,0,0,1,0,0,0,0
556,13210 ,3,2,2,2,1,1,1,0,2.6,0,0,0,0,0,1,0,0,0,0
557,9670 ,2,2,1,2,1,0,1,1,3.0,0,0,0,0,0,1,0,0,0,0
558,12903 ,4,2,2,3,1,1,1,0,3.6,0,0,0,0,1,0,0,0,0,0
559,6534 ,3,2,2,3,1,2,2,1,1.6,0,0,0,0,0,0,1,0,0,0
560,8267 ,2,2,1,2,1,1,1,1,1.9,0,0,0,0,0,0,1,0,0,0
561,11368 ,3,2,2,2,1,2,2,0,1.6,0,0,0,0,0,0,1,0,0,0
562,4756 ,3,2,2,2,1,1,2,1,1.6,0,0,0,0,0,1,0,0,0,0
563,11500 ,3,2,2,3,1,0,1,0,2.8,0,0,0,0,1,0,0,0,0,0
564,7421 ,4,2,2,4,1,2,2,1,1.9,0,0,0,0,0,0,1,0,0,0
565,5761 ,3,2,1,2,1,2,2,0,2.6,0,0,0,0,0,0,1,0,0,0
566,6014 ,3,2,3,3,0,1,2,0,2.6,0,0,0,0,0,0,1,0,0,0
567,5128 ,3,2,1,2,1,2,2,1,2.0,0,0,0,0,0,0,1,0,0,0
568,9300 ,3,2,3,3,0,1,2,0,2.1,0,0,0,0,0,1,0,0,0,0
569,4795 ,3,2,1,2,0,1,2,1,1.9,0,0,0,0,0,1,0,0,0,0
570,10155 ,4,2,2,3,1,0,1,0,2.7,0,0,0,0,0,0,1,0,0,0
571,5848 ,3,2,1,2,1,2,0,1,2.1,0,0,0,0,0,0,1,0,0,0
572,10538 ,3,2,2,2,1,1,1,1,2.4,0,0,0,0,0,1,0,0,0,0
573,10608 ,3,2,2,3,1,0,0,0,2.2,0,0,0,0,0,0,1,0,0,0
574,10156 ,3,2,2,3,1,0,1,1,1.7,0,0,0,0,0,1,0,0,0,0
575,9655 ,4,2,3,3,1,1,2,0,2.5,0,0,0,0,0,0,1,0,0,0
576,10870 ,3,2,2,3,0,2,1,0,3.0,0,0,0,0,0,0,1,0,0,0
577,4689 ,2,2,1,2,0,1,0,0,1.9,0,0,0,0,0,1,0,0,0,0
578,8621 ,3,2,1,2,1,1,0,1,3.8,0,0,0,0,0,1,0,0,0,0
579,7893 ,3,2,1,2,1,0,1,1,2.2,0,0,0,0,0,0,1,0,0,0
580,6552 ,2,1,1,2,1,1,0,0,2.4,0,0,0,0,0,1,0,0,0,0
581,11593 ,3,2,2,2,1,0,1,0,2.4,0,0,0,0,1,0,0,0,0,0
582,8805 ,4,2,3,4,1,1,0,0,1.9,0,0,0,0,0,1,0,0,0,0
583,10938 ,1,1,1,1,1,2,1,1,2.1,0,0,0,0,0,1,0,0,0,0
